,Assay,Sample,Ct,treatment,time,cell_line,replicate
13785,PSMD14,TGFb_48_A_4,27.21516,TGFb,48,A,4
13786,RARA,TGFb_48_A_4,27.9929,TGFb,48,A,4
13787,RHOB,TGFb_48_A_4,24.75408,TGFb,48,A,4
13788,TIMP3,TGFb_48_A_4,23.56981,TGFb,48,A,4
13789,PPP3CA,TGFb_48_A_4,24.58589,TGFb,48,A,4
13790,CDKN2B,TGFb_48_A_4,29.05004,TGFb,48,A,4
13791,COL1A2,TGFb_48_A_4,19.22439,TGFb,48,A,4
13792,COL4A1,TGFb_48_A_4,23.20148,TGFb,48,A,4
13793,MMP1,TGFb_48_A_4,29.82403,TGFb,48,A,4
13794,MMP14,TGFb_48_A_4,23.13136,TGFb,48,A,4
13795,NOX4,TGFb_48_A_4,24.3962,TGFb,48,A,4
13796,PMEPA1,TGFb_48_A_4,24.28571,TGFb,48,A,4
13797,TIMP1,TGFb_48_A_4,21.08368,TGFb,48,A,4
13798,FGF2,TGFb_48_A_4,25.03207,TGFb,48,A,4
13800,GUSB,TGFb_48_A_4,26.86909,TGFb,48,A,4
13801,ID1,TGFb_48_A_4,26.59418,TGFb,48,A,4
13802,SKI,TGFb_48_A_4,24.71866,TGFb,48,A,4
13803,SMAD3,TGFb_48_A_4,26.19421,TGFb,48,A,4
13804,SPARC,TGFb_48_A_4,20.05291,TGFb,48,A,4
13805,TGFBR1,TGFb_48_A_4,25.30018,TGFb,48,A,4
13806,VIM,TGFb_48_A_4,19.40357,TGFb,48,A,4
13807,TP53BP1,TGFb_48_A_4,25.25894,TGFb,48,A,4
13808,ADAMTS1,TGFb_48_A_4,24.87898,TGFb,48,A,4
13809,B2M,TGFb_48_A_4,21.84964,TGFb,48,A,4
13810,BHLHE40,TGFb_48_A_4,25.96384,TGFb,48,A,4
13811,ITGA1,TGFb_48_A_4,25.63312,TGFb,48,A,4
13812,JUN,TGFb_48_A_4,25.4435,TGFb,48,A,4
13813,LARP6,TGFb_48_A_4,26.73437,TGFb,48,A,4
13814,LOXL2,TGFb_48_A_4,25.05803,TGFb,48,A,4
13815,THBS1,TGFb_48_A_4,20.80661,TGFb,48,A,4
13816,CTGF,TGFb_48_A_4,21.25496,TGFb,48,A,4
13817,EGR2,TGFb_48_A_4,25.80931,TGFb,48,A,4
13818,ENG,TGFb_48_A_4,25.07651,TGFb,48,A,4
13819,FBLN1,TGFb_48_A_4,20.48353,TGFb,48,A,4
13820,PPIA,TGFb_48_A_4,22.909,TGFb,48,A,4
13821,PTEN,TGFb_48_A_4,23.33508,TGFb,48,A,4
13822,RARG,TGFb_48_A_4,26.69491,TGFb,48,A,4
13823,SERPINE1,TGFb_48_A_4,22.14035,TGFb,48,A,4
13824,VCAN,TGFb_48_A_4,22.93403,TGFb,48,A,4
13825,CAV1,TGFb_48_G_4,22.11167,TGFb,48,G,4
13827,COL1A1,TGFb_48_G_4,19.11593,TGFb,48,G,4
13829,LTBP2,TGFb_48_G_4,20.49059,TGFb,48,G,4
13830,MMP13,TGFb_48_G_4,29.81986,TGFb,48,G,4
13831,MMP2,TGFb_48_G_4,19.74037,TGFb,48,G,4
13832,PDGFA,TGFb_48_G_4,28.47836,TGFb,48,G,4
13833,THBS2,TGFb_48_G_4,22.9433,TGFb,48,G,4
13834,FBN1,TGFb_48_G_4,21.02166,TGFb,48,G,4
13835,FN1,TGFb_48_G_4,16.8151,TGFb,48,G,4
13836,GADD45B,TGFb_48_G_4,24.08454,TGFb,48,G,4
13837,HAS2,TGFb_48_G_4,28.03287,TGFb,48,G,4
13838,SERPINE2,TGFb_48_G_4,19.58355,TGFb,48,G,4
13839,SKIL,TGFb_48_G_4,24.1152,TGFb,48,G,4
13840,SMAD7,TGFb_48_G_4,26.08127,TGFb,48,G,4
13841,TGFB1,TGFb_48_G_4,25.02975,TGFb,48,G,4
13842,VEGFA,TGFb_48_G_4,26.92053,TGFb,48,G,4
13844,ACTA2,TGFb_48_G_4,22.76896,TGFb,48,G,4
13845,ATP6AP1,TGFb_48_G_4,24.90018,TGFb,48,G,4
13846,BGN,TGFb_48_G_4,22.81839,TGFb,48,G,4
13847,IL6,TGFb_48_G_4,29.49721,TGFb,48,G,4
13848,ITGA2,TGFb_48_G_4,27.58624,TGFb,48,G,4
13849,JUNB,TGFb_48_G_4,26.3707,TGFb,48,G,4
13850,LOXL1,TGFb_48_G_4,23.52241,TGFb,48,G,4
13851,TGFBR2,TGFb_48_G_4,23.50596,TGFb,48,G,4
13852,COL5A1,TGFb_48_G_4,27.45786,TGFb,48,G,4
13853,DCN,TGFb_48_G_4,19.31919,TGFb,48,G,4
13854,ELN,TGFb_48_G_4,22.73592,TGFb,48,G,4
13855,ETS1,TGFb_48_G_4,27.32572,TGFb,48,G,4
13856,CDKN2A,TGFb_48_G_4,26.78564,TGFb,48,G,4
13857,PSMD14,TGFb_48_G_4,26.05951,TGFb,48,G,4
13858,RARA,TGFb_48_G_4,27.73278,TGFb,48,G,4
13859,RHOB,TGFb_48_G_4,24.43784,TGFb,48,G,4
13860,TIMP3,TGFb_48_G_4,23.44295,TGFb,48,G,4
13861,PPP3CA,TGFb_48_G_4,24.9046,TGFb,48,G,4
13862,CDKN2B,TGFb_48_G_4,27.63058,TGFb,48,G,4
13863,COL1A2,TGFb_48_G_4,19.81068,TGFb,48,G,4
13864,COL4A1,TGFb_48_G_4,24.90404,TGFb,48,G,4
13865,MMP1,TGFb_48_G_4,23.90794,TGFb,48,G,4
13866,MMP14,TGFb_48_G_4,22.29197,TGFb,48,G,4
13867,NOX4,TGFb_48_G_4,24.1183,TGFb,48,G,4
13868,PMEPA1,TGFb_48_G_4,24.1253,TGFb,48,G,4
13869,TIMP1,TGFb_48_G_4,19.9562,TGFb,48,G,4
13870,FGF2,TGFb_48_G_4,24.84169,TGFb,48,G,4
13872,GUSB,TGFb_48_G_4,26.80504,TGFb,48,G,4
13873,ID1,TGFb_48_G_4,26.29235,TGFb,48,G,4
13874,SKI,TGFb_48_G_4,23.98963,TGFb,48,G,4
13875,SMAD3,TGFb_48_G_4,25.93188,TGFb,48,G,4
13876,SPARC,TGFb_48_G_4,20.19429,TGFb,48,G,4
13877,TGFBR1,TGFb_48_G_4,25.15406,TGFb,48,G,4
13878,VIM,TGFb_48_G_4,18.14196,TGFb,48,G,4
13879,TP53BP1,TGFb_48_G_4,25.50795,TGFb,48,G,4
13880,ADAMTS1,TGFb_48_G_4,25.84775,TGFb,48,G,4
13881,B2M,TGFb_48_G_4,20.57252,TGFb,48,G,4
13882,BHLHE40,TGFb_48_G_4,27.11366,TGFb,48,G,4
13883,ITGA1,TGFb_48_G_4,24.16941,TGFb,48,G,4
13884,JUN,TGFb_48_G_4,25.01235,TGFb,48,G,4
13885,LARP6,TGFb_48_G_4,25.74448,TGFb,48,G,4
13886,LOXL2,TGFb_48_G_4,25.77568,TGFb,48,G,4
13887,THBS1,TGFb_48_G_4,19.81966,TGFb,48,G,4
13888,CTGF,TGFb_48_G_4,20.95479,TGFb,48,G,4
13889,EGR2,TGFb_48_G_4,31.27828,TGFb,48,G,4
13890,ENG,TGFb_48_G_4,24.06786,TGFb,48,G,4
13891,FBLN1,TGFb_48_G_4,19.08313,TGFb,48,G,4
13892,PPIA,TGFb_48_G_4,22.34878,TGFb,48,G,4
13893,PTEN,TGFb_48_G_4,24.95517,TGFb,48,G,4
13894,RARG,TGFb_48_G_4,26.08089,TGFb,48,G,4
13895,SERPINE1,TGFb_48_G_4,21.53061,TGFb,48,G,4
13896,VCAN,TGFb_48_G_4,22.01513,TGFb,48,G,4
13897,CAV1,TGFb_4_A_4,21.25523,TGFb,4,A,4
13899,COL1A1,TGFb_4_A_4,19.83207,TGFb,4,A,4
13901,LTBP2,TGFb_4_A_4,22.44677,TGFb,4,A,4
13902,MMP13,TGFb_4_A_4,29.06994,TGFb,4,A,4
13903,MMP2,TGFb_4_A_4,20.75665,TGFb,4,A,4
13904,PDGFA,TGFb_4_A_4,27.5956,TGFb,4,A,4
13905,THBS2,TGFb_4_A_4,23.32557,TGFb,4,A,4
13906,FBN1,TGFb_4_A_4,22.36886,TGFb,4,A,4
13907,FN1,TGFb_4_A_4,18.09095,TGFb,4,A,4
13908,GADD45B,TGFb_4_A_4,26.86515,TGFb,4,A,4
13909,HAS2,TGFb_4_A_4,26.2904,TGFb,4,A,4
13910,SERPINE2,TGFb_4_A_4,22.15683,TGFb,4,A,4
13911,SKIL,TGFb_4_A_4,23.88147,TGFb,4,A,4
13912,SMAD7,TGFb_4_A_4,26.27974,TGFb,4,A,4
13913,TGFB1,TGFb_4_A_4,23.59685,TGFb,4,A,4
13914,VEGFA,TGFb_4_A_4,26.66442,TGFb,4,A,4
13916,ACTA2,TGFb_4_A_4,24.56597,TGFb,4,A,4
13917,ATP6AP1,TGFb_4_A_4,24.30305,TGFb,4,A,4
13918,BGN,TGFb_4_A_4,23.59121,TGFb,4,A,4
13919,IL6,TGFb_4_A_4,27.737,TGFb,4,A,4
13920,ITGA2,TGFb_4_A_4,25.27945,TGFb,4,A,4
13921,JUNB,TGFb_4_A_4,25.69037,TGFb,4,A,4
13922,LOXL1,TGFb_4_A_4,23.42694,TGFb,4,A,4
13923,TGFBR2,TGFb_4_A_4,23.84796,TGFb,4,A,4
13924,COL5A1,TGFb_4_A_4,25.79553,TGFb,4,A,4
13925,DCN,TGFb_4_A_4,20.53552,TGFb,4,A,4
13926,ELN,TGFb_4_A_4,26.76212,TGFb,4,A,4
13927,ETS1,TGFb_4_A_4,26.50463,TGFb,4,A,4
13928,CDKN2A,TGFb_4_A_4,26.6552,TGFb,4,A,4
13929,PSMD14,TGFb_4_A_4,26.1011,TGFb,4,A,4
13930,RARA,TGFb_4_A_4,26.74979,TGFb,4,A,4
13931,RHOB,TGFb_4_A_4,23.96389,TGFb,4,A,4
13932,TIMP3,TGFb_4_A_4,24.27161,TGFb,4,A,4
13933,PPP3CA,TGFb_4_A_4,24.76119,TGFb,4,A,4
13934,CDKN2B,TGFb_4_A_4,28.35216,TGFb,4,A,4
13935,COL1A2,TGFb_4_A_4,19.82777,TGFb,4,A,4
13936,COL4A1,TGFb_4_A_4,24.83974,TGFb,4,A,4
13937,MMP1,TGFb_4_A_4,25.11399,TGFb,4,A,4
13938,MMP14,TGFb_4_A_4,22.06005,TGFb,4,A,4
13939,NOX4,TGFb_4_A_4,25.7132,TGFb,4,A,4
13940,PMEPA1,TGFb_4_A_4,24.3539,TGFb,4,A,4
13941,TIMP1,TGFb_4_A_4,20.39419,TGFb,4,A,4
13942,FGF2,TGFb_4_A_4,25.51887,TGFb,4,A,4
13944,GUSB,TGFb_4_A_4,25.74263,TGFb,4,A,4
13945,ID1,TGFb_4_A_4,25.52661,TGFb,4,A,4
13946,SKI,TGFb_4_A_4,23.45779,TGFb,4,A,4
13947,SMAD3,TGFb_4_A_4,24.62406,TGFb,4,A,4
13948,SPARC,TGFb_4_A_4,21.1936,TGFb,4,A,4
13949,TGFBR1,TGFb_4_A_4,25.97411,TGFb,4,A,4
13950,VIM,TGFb_4_A_4,17.48322,TGFb,4,A,4
13951,TP53BP1,TGFb_4_A_4,24.8914,TGFb,4,A,4
13952,ADAMTS1,TGFb_4_A_4,24.00004,TGFb,4,A,4
13953,B2M,TGFb_4_A_4,20.33356,TGFb,4,A,4
13954,BHLHE40,TGFb_4_A_4,27.09064,TGFb,4,A,4
13955,ITGA1,TGFb_4_A_4,26.45677,TGFb,4,A,4
13956,JUN,TGFb_4_A_4,24.48983,TGFb,4,A,4
13957,LARP6,TGFb_4_A_4,24.9807,TGFb,4,A,4
13958,LOXL2,TGFb_4_A_4,25.21281,TGFb,4,A,4
13959,THBS1,TGFb_4_A_4,21.20367,TGFb,4,A,4
13960,CTGF,TGFb_4_A_4,22.76366,TGFb,4,A,4
13961,EGR2,TGFb_4_A_4,28.24917,TGFb,4,A,4
13962,ENG,TGFb_4_A_4,24.07908,TGFb,4,A,4
13963,FBLN1,TGFb_4_A_4,20.64619,TGFb,4,A,4
13964,PPIA,TGFb_4_A_4,22.37842,TGFb,4,A,4
13965,PTEN,TGFb_4_A_4,23.82284,TGFb,4,A,4
13966,RARG,TGFb_4_A_4,25.74474,TGFb,4,A,4
13967,SERPINE1,TGFb_4_A_4,20.50717,TGFb,4,A,4
13968,VCAN,TGFb_4_A_4,23.09886,TGFb,4,A,4
13969,CAV1,TGFb_96_G_4,22.47079,TGFb,96,G,4
13971,COL1A1,TGFb_96_G_4,18.36344,TGFb,96,G,4
13973,LTBP2,TGFb_96_G_4,20.91115,TGFb,96,G,4
13974,MMP13,TGFb_96_G_4,31.74882,TGFb,96,G,4
13975,MMP2,TGFb_96_G_4,19.83737,TGFb,96,G,4
13976,PDGFA,TGFb_96_G_4,27.79438,TGFb,96,G,4
13977,THBS2,TGFb_96_G_4,22.61781,TGFb,96,G,4
13978,FBN1,TGFb_96_G_4,20.79603,TGFb,96,G,4
13979,FN1,TGFb_96_G_4,17.69198,TGFb,96,G,4
13980,GADD45B,TGFb_96_G_4,23.88585,TGFb,96,G,4
13981,HAS2,TGFb_96_G_4,27.75499,TGFb,96,G,4
13982,SERPINE2,TGFb_96_G_4,20.44851,TGFb,96,G,4
13983,SKIL,TGFb_96_G_4,24.60409,TGFb,96,G,4
13984,SMAD7,TGFb_96_G_4,26.39088,TGFb,96,G,4
13985,TGFB1,TGFb_96_G_4,25.1495,TGFb,96,G,4
13986,VEGFA,TGFb_96_G_4,26.72539,TGFb,96,G,4
13988,ACTA2,TGFb_96_G_4,21.80062,TGFb,96,G,4
13989,ATP6AP1,TGFb_96_G_4,24.70083,TGFb,96,G,4
13990,BGN,TGFb_96_G_4,22.46495,TGFb,96,G,4
13991,IL6,TGFb_96_G_4,28.03104,TGFb,96,G,4
13992,ITGA2,TGFb_96_G_4,29.32318,TGFb,96,G,4
13993,JUNB,TGFb_96_G_4,26.33814,TGFb,96,G,4
13994,LOXL1,TGFb_96_G_4,23.45497,TGFb,96,G,4
13995,TGFBR2,TGFb_96_G_4,23.69845,TGFb,96,G,4
13996,COL5A1,TGFb_96_G_4,26.7115,TGFb,96,G,4
13997,DCN,TGFb_96_G_4,19.82574,TGFb,96,G,4
13998,ELN,TGFb_96_G_4,22.65888,TGFb,96,G,4
13999,ETS1,TGFb_96_G_4,27.63414,TGFb,96,G,4
14000,CDKN2A,TGFb_96_G_4,27.60219,TGFb,96,G,4
14001,PSMD14,TGFb_96_G_4,26.77461,TGFb,96,G,4
14002,RARA,TGFb_96_G_4,27.5613,TGFb,96,G,4
14003,RHOB,TGFb_96_G_4,24.70942,TGFb,96,G,4
14004,TIMP3,TGFb_96_G_4,23.07722,TGFb,96,G,4
14005,PPP3CA,TGFb_96_G_4,25.29224,TGFb,96,G,4
14006,CDKN2B,TGFb_96_G_4,27.34941,TGFb,96,G,4
14007,COL1A2,TGFb_96_G_4,19.41704,TGFb,96,G,4
14008,COL4A1,TGFb_96_G_4,24.24286,TGFb,96,G,4
14009,MMP1,TGFb_96_G_4,26.52202,TGFb,96,G,4
14010,MMP14,TGFb_96_G_4,22.10208,TGFb,96,G,4
14011,NOX4,TGFb_96_G_4,24.43199,TGFb,96,G,4
14012,PMEPA1,TGFb_96_G_4,24.78586,TGFb,96,G,4
14013,TIMP1,TGFb_96_G_4,21.06344,TGFb,96,G,4
14014,FGF2,TGFb_96_G_4,25.23084,TGFb,96,G,4
14016,GUSB,TGFb_96_G_4,27.19042,TGFb,96,G,4
14017,ID1,TGFb_96_G_4,27.17983,TGFb,96,G,4
14018,SKI,TGFb_96_G_4,24.35806,TGFb,96,G,4
14019,SMAD3,TGFb_96_G_4,26.04924,TGFb,96,G,4
14020,SPARC,TGFb_96_G_4,20.05742,TGFb,96,G,4
14021,TGFBR1,TGFb_96_G_4,25.52577,TGFb,96,G,4
14022,VIM,TGFb_96_G_4,19.58346,TGFb,96,G,4
14023,TP53BP1,TGFb_96_G_4,25.27308,TGFb,96,G,4
14024,ADAMTS1,TGFb_96_G_4,25.71355,TGFb,96,G,4
14025,B2M,TGFb_96_G_4,21.08246,TGFb,96,G,4
14026,BHLHE40,TGFb_96_G_4,27.34924,TGFb,96,G,4
14027,ITGA1,TGFb_96_G_4,24.36819,TGFb,96,G,4
14028,JUN,TGFb_96_G_4,24.6761,TGFb,96,G,4
14029,LARP6,TGFb_96_G_4,26.0796,TGFb,96,G,4
14030,LOXL2,TGFb_96_G_4,25.32699,TGFb,96,G,4
14031,THBS1,TGFb_96_G_4,19.84974,TGFb,96,G,4
14032,CTGF,TGFb_96_G_4,21.1011,TGFb,96,G,4
14033,EGR2,TGFb_96_G_4,28.84302,TGFb,96,G,4
14034,ENG,TGFb_96_G_4,24.57006,TGFb,96,G,4
14035,FBLN1,TGFb_96_G_4,18.85627,TGFb,96,G,4
14036,PPIA,TGFb_96_G_4,22.60196,TGFb,96,G,4
14037,PTEN,TGFb_96_G_4,24.96701,TGFb,96,G,4
14038,RARG,TGFb_96_G_4,25.94821,TGFb,96,G,4
14039,SERPINE1,TGFb_96_G_4,21.83811,TGFb,96,G,4
14040,VCAN,TGFb_96_G_4,22.59799,TGFb,96,G,4
14041,CAV1,TGFb_0.5_A_4,21.34099,TGFb,0.5,A,4
14043,COL1A1,TGFb_0.5_A_4,20.70872,TGFb,0.5,A,4
14045,LTBP2,TGFb_0.5_A_4,23.33239,TGFb,0.5,A,4
14046,MMP13,TGFb_0.5_A_4,30.56632,TGFb,0.5,A,4
14047,MMP2,TGFb_0.5_A_4,21.25615,TGFb,0.5,A,4
14048,PDGFA,TGFb_0.5_A_4,30.24174,TGFb,0.5,A,4
14049,THBS2,TGFb_0.5_A_4,23.53982,TGFb,0.5,A,4
14050,FBN1,TGFb_0.5_A_4,22.88541,TGFb,0.5,A,4
14051,FN1,TGFb_0.5_A_4,18.25849,TGFb,0.5,A,4
14052,GADD45B,TGFb_0.5_A_4,27.51103,TGFb,0.5,A,4
14053,HAS2,TGFb_0.5_A_4,28.83784,TGFb,0.5,A,4
14054,SERPINE2,TGFb_0.5_A_4,24.45857,TGFb,0.5,A,4
14055,SKIL,TGFb_0.5_A_4,26.80556,TGFb,0.5,A,4
14056,SMAD7,TGFb_0.5_A_4,27.71098,TGFb,0.5,A,4
14057,TGFB1,TGFb_0.5_A_4,24.29862,TGFb,0.5,A,4
14058,VEGFA,TGFb_0.5_A_4,26.72958,TGFb,0.5,A,4
14060,ACTA2,TGFb_0.5_A_4,24.2477,TGFb,0.5,A,4
14061,ATP6AP1,TGFb_0.5_A_4,24.3389,TGFb,0.5,A,4
14062,BGN,TGFb_0.5_A_4,24.23297,TGFb,0.5,A,4
14063,IL6,TGFb_0.5_A_4,28.58988,TGFb,0.5,A,4
14064,ITGA2,TGFb_0.5_A_4,25.99899,TGFb,0.5,A,4
14065,JUNB,TGFb_0.5_A_4,26.19459,TGFb,0.5,A,4
14066,LOXL1,TGFb_0.5_A_4,23.93298,TGFb,0.5,A,4
14067,TGFBR2,TGFb_0.5_A_4,24.25739,TGFb,0.5,A,4
14068,COL5A1,TGFb_0.5_A_4,26.73854,TGFb,0.5,A,4
14069,DCN,TGFb_0.5_A_4,20.77065,TGFb,0.5,A,4
14070,ELN,TGFb_0.5_A_4,29.87812,TGFb,0.5,A,4
14071,ETS1,TGFb_0.5_A_4,26.88516,TGFb,0.5,A,4
14072,CDKN2A,TGFb_0.5_A_4,26.6551,TGFb,0.5,A,4
14073,PSMD14,TGFb_0.5_A_4,26.43253,TGFb,0.5,A,4
14074,RARA,TGFb_0.5_A_4,28.27864,TGFb,0.5,A,4
14075,RHOB,TGFb_0.5_A_4,25.11054,TGFb,0.5,A,4
14076,TIMP3,TGFb_0.5_A_4,24.58503,TGFb,0.5,A,4
14077,PPP3CA,TGFb_0.5_A_4,25.05754,TGFb,0.5,A,4
14078,CDKN2B,TGFb_0.5_A_4,30.76752,TGFb,0.5,A,4
14079,COL1A2,TGFb_0.5_A_4,20.17302,TGFb,0.5,A,4
14080,COL4A1,TGFb_0.5_A_4,26.09733,TGFb,0.5,A,4
14081,MMP1,TGFb_0.5_A_4,25.12009,TGFb,0.5,A,4
14082,MMP14,TGFb_0.5_A_4,22.13621,TGFb,0.5,A,4
14083,NOX4,TGFb_0.5_A_4,28.85444,TGFb,0.5,A,4
14084,PMEPA1,TGFb_0.5_A_4,29.31623,TGFb,0.5,A,4
14085,TIMP1,TGFb_0.5_A_4,20.52276,TGFb,0.5,A,4
14086,FGF2,TGFb_0.5_A_4,26.51321,TGFb,0.5,A,4
14088,GUSB,TGFb_0.5_A_4,26.51645,TGFb,0.5,A,4
14089,ID1,TGFb_0.5_A_4,26.1756,TGFb,0.5,A,4
14090,SKI,TGFb_0.5_A_4,24.87674,TGFb,0.5,A,4
14091,SMAD3,TGFb_0.5_A_4,24.69222,TGFb,0.5,A,4
14092,SPARC,TGFb_0.5_A_4,21.55519,TGFb,0.5,A,4
14093,TGFBR1,TGFb_0.5_A_4,27.27085,TGFb,0.5,A,4
14094,VIM,TGFb_0.5_A_4,17.59609,TGFb,0.5,A,4
14095,TP53BP1,TGFb_0.5_A_4,24.939,TGFb,0.5,A,4
14096,ADAMTS1,TGFb_0.5_A_4,24.16286,TGFb,0.5,A,4
14097,B2M,TGFb_0.5_A_4,20.57857,TGFb,0.5,A,4
14098,BHLHE40,TGFb_0.5_A_4,28.82848,TGFb,0.5,A,4
14099,ITGA1,TGFb_0.5_A_4,27.46024,TGFb,0.5,A,4
14100,JUN,TGFb_0.5_A_4,23.81409,TGFb,0.5,A,4
14101,LARP6,TGFb_0.5_A_4,25.93423,TGFb,0.5,A,4
14102,LOXL2,TGFb_0.5_A_4,26.27546,TGFb,0.5,A,4
14103,THBS1,TGFb_0.5_A_4,21.04696,TGFb,0.5,A,4
14104,CTGF,TGFb_0.5_A_4,26.21908,TGFb,0.5,A,4
14105,EGR2,TGFb_0.5_A_4,31.51521,TGFb,0.5,A,4
14106,ENG,TGFb_0.5_A_4,24.75248,TGFb,0.5,A,4
14107,FBLN1,TGFb_0.5_A_4,20.77956,TGFb,0.5,A,4
14108,PPIA,TGFb_0.5_A_4,22.34614,TGFb,0.5,A,4
14109,PTEN,TGFb_0.5_A_4,24.86851,TGFb,0.5,A,4
14110,RARG,TGFb_0.5_A_4,24.72407,TGFb,0.5,A,4
14111,SERPINE1,TGFb_0.5_A_4,23.17669,TGFb,0.5,A,4
14112,VCAN,TGFb_0.5_A_4,23.51953,TGFb,0.5,A,4
14113,CAV1,TGFb_24_D_4,22.48044,TGFb,24,D,4
14115,COL1A1,TGFb_24_D_4,19.87693,TGFb,24,D,4
14117,LTBP2,TGFb_24_D_4,21.59325,TGFb,24,D,4
14118,MMP13,TGFb_24_D_4,29.57179,TGFb,24,D,4
14119,MMP2,TGFb_24_D_4,20.49852,TGFb,24,D,4
14120,PDGFA,TGFb_24_D_4,29.09615,TGFb,24,D,4
14121,THBS2,TGFb_24_D_4,23.89131,TGFb,24,D,4
14122,FBN1,TGFb_24_D_4,22.5128,TGFb,24,D,4
14123,FN1,TGFb_24_D_4,18.49684,TGFb,24,D,4
14124,GADD45B,TGFb_24_D_4,24.52826,TGFb,24,D,4
14125,HAS2,TGFb_24_D_4,28.50404,TGFb,24,D,4
14126,SERPINE2,TGFb_24_D_4,19.34139,TGFb,24,D,4
14127,SKIL,TGFb_24_D_4,24.6906,TGFb,24,D,4
14128,SMAD7,TGFb_24_D_4,26.11166,TGFb,24,D,4
14129,TGFB1,TGFb_24_D_4,23.89527,TGFb,24,D,4
14130,VEGFA,TGFb_24_D_4,25.73531,TGFb,24,D,4
14132,ACTA2,TGFb_24_D_4,23.07628,TGFb,24,D,4
14133,ATP6AP1,TGFb_24_D_4,24.55341,TGFb,24,D,4
14134,BGN,TGFb_24_D_4,23.03531,TGFb,24,D,4
14135,IL6,TGFb_24_D_4,31.16195,TGFb,24,D,4
14136,ITGA2,TGFb_24_D_4,26.31684,TGFb,24,D,4
14137,JUNB,TGFb_24_D_4,25.42205,TGFb,24,D,4
14138,LOXL1,TGFb_24_D_4,22.31726,TGFb,24,D,4
14139,TGFBR2,TGFb_24_D_4,23.90254,TGFb,24,D,4
14140,COL5A1,TGFb_24_D_4,26.8595,TGFb,24,D,4
14141,DCN,TGFb_24_D_4,21.05774,TGFb,24,D,4
14142,ELN,TGFb_24_D_4,25.69546,TGFb,24,D,4
14143,ETS1,TGFb_24_D_4,27.62407,TGFb,24,D,4
14144,CDKN2A,TGFb_24_D_4,26.89023,TGFb,24,D,4
14145,PSMD14,TGFb_24_D_4,26.00056,TGFb,24,D,4
14146,RARA,TGFb_24_D_4,27.66184,TGFb,24,D,4
14147,RHOB,TGFb_24_D_4,23.84973,TGFb,24,D,4
14148,TIMP3,TGFb_24_D_4,22.62464,TGFb,24,D,4
14149,PPP3CA,TGFb_24_D_4,24.47696,TGFb,24,D,4
14150,CDKN2B,TGFb_24_D_4,28.25799,TGFb,24,D,4
14151,COL1A2,TGFb_24_D_4,20.1417,TGFb,24,D,4
14152,COL4A1,TGFb_24_D_4,23.41433,TGFb,24,D,4
14153,MMP1,TGFb_24_D_4,23.68268,TGFb,24,D,4
14154,MMP14,TGFb_24_D_4,22.87082,TGFb,24,D,4
14155,NOX4,TGFb_24_D_4,24.1845,TGFb,24,D,4
14156,PMEPA1,TGFb_24_D_4,24.13539,TGFb,24,D,4
14157,TIMP1,TGFb_24_D_4,19.41404,TGFb,24,D,4
14158,FGF2,TGFb_24_D_4,24.9597,TGFb,24,D,4
14160,GUSB,TGFb_24_D_4,27.24026,TGFb,24,D,4
14161,ID1,TGFb_24_D_4,26.31655,TGFb,24,D,4
14162,SKI,TGFb_24_D_4,24.95809,TGFb,24,D,4
14163,SMAD3,TGFb_24_D_4,25.76178,TGFb,24,D,4
14164,SPARC,TGFb_24_D_4,20.41786,TGFb,24,D,4
14165,TGFBR1,TGFb_24_D_4,25.35583,TGFb,24,D,4
14166,VIM,TGFb_24_D_4,18.55725,TGFb,24,D,4
14167,TP53BP1,TGFb_24_D_4,25.0902,TGFb,24,D,4
14168,ADAMTS1,TGFb_24_D_4,24.83802,TGFb,24,D,4
14169,B2M,TGFb_24_D_4,20.36018,TGFb,24,D,4
14170,BHLHE40,TGFb_24_D_4,26.86605,TGFb,24,D,4
14171,ITGA1,TGFb_24_D_4,25.05551,TGFb,24,D,4
14172,JUN,TGFb_24_D_4,24.30869,TGFb,24,D,4
14173,LARP6,TGFb_24_D_4,25.98243,TGFb,24,D,4
14174,LOXL2,TGFb_24_D_4,25.54963,TGFb,24,D,4
14175,THBS1,TGFb_24_D_4,20.43954,TGFb,24,D,4
14176,CTGF,TGFb_24_D_4,20.93295,TGFb,24,D,4
14177,EGR2,TGFb_24_D_4,27.01259,TGFb,24,D,4
14178,ENG,TGFb_24_D_4,24.11625,TGFb,24,D,4
14179,FBLN1,TGFb_24_D_4,20.18282,TGFb,24,D,4
14180,PPIA,TGFb_24_D_4,22.52335,TGFb,24,D,4
14181,PTEN,TGFb_24_D_4,24.20364,TGFb,24,D,4
14182,RARG,TGFb_24_D_4,27.53833,TGFb,24,D,4
14183,SERPINE1,TGFb_24_D_4,20.0493,TGFb,24,D,4
14184,VCAN,TGFb_24_D_4,22.4535,TGFb,24,D,4
14185,CAV1,Control_0.5_G_4,20.91402,Control,0.5,G,4
14187,COL1A1,Control_0.5_G_4,22.79482,Control,0.5,G,4
14189,LTBP2,Control_0.5_G_4,23.883,Control,0.5,G,4
14190,MMP13,Control_0.5_G_4,29.34372,Control,0.5,G,4
14191,MMP2,Control_0.5_G_4,20.84016,Control,0.5,G,4
14192,PDGFA,Control_0.5_G_4,31.08661,Control,0.5,G,4
14193,THBS2,Control_0.5_G_4,23.41931,Control,0.5,G,4
